3
2 2
bgip
Hub number 2
8 134
8 126
4 294
4 184
8 0
2 276
2 120
4 94
2 414
2 6
4 2
2 12
2 170
4 28
2 14
2 14
4 42
1 55
1 59
2 81
2 91
2 73
1 271
1 349
2 9
1 353
1 19
2 11
1 245
1 31
2 53
2 105
2 191
2 363
2 163
1 249
1 13
2 229
1 113
1 515
2 149
1 315
1 21
2 235
1 145
1 25
2 507
2 201
2 259
2 3
2 3
2 1
2 1
1 1
1 3
2 7
2 217
2 1
