3
2 2
bgip
Hub number 1
8 502
8 0
4 432
4 6
8 84
2 30
2 1632
4 274
2 1204
2 466
4 522
2 6
2 48
4 12
2 4
2 50
4 24
1 375
1 183
2 137
2 233
2 197
1 371
1 1107
2 109
1 337
1 33
2 399
1 1
1 9
2 5
2 7
2 69
2 9
2 5
1 1
1 19
2 29
1 383
1 691
2 641
1 219
1 181
2 639
1 27
1 45
2 65
2 13
2 55
2 97
2 21
2 27
2 339
1 199
1 253
2 521
2 5
2 969
